sku,sku_cluster_id,product_name_clean,brand,raw_category,normalized_category,condition_normalized,quantity,platform,mrp,floor_price,amazon_price,real_price,wholesale_price,match_confidence,unreliable_match,discount_percentage,market_gap,sellability_score,risk_score,expected_revenue,expected_cost,acquisition_cost,platform_fee_pct,ancillary_revenue_fee_pct,platform_fee_amount,inspection_cost,transport_cost,return_rate,return_provision,holding_days,holding_cost,expected_profit,expected_profit_p5,expected_profit_p50,expected_profit_p95,expected_margin_pct,expected_roi_pct,expected_roi_p5,expected_roi_p95,prob_profit_positive,scenario_roi_low,scenario_roi_median,scenario_roi_high,recommendation,confidence_gate_applied,reasoning,product_name,category,condition,lot_name,city,item_type,model,sub_model_variant,functional_status,packaging_status,remarks,keywords,brand_cluster_id,category_cluster_id,enrichment_source,amazon_bsr,price_ratio,wholesale_gap,price_band,velocity_estimate,velocity_confidence,expected_sellable_qty,expected_sell_price
bb-8219-11025-9bfd38e11646,c14,Amazon Brand - Solimo Unbreakable Round Plastic Water Bottle Leak Proof Bpa Free Ideal For Gym Office Home Travel College 1 Litre Each Multi-Colour,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,899.0,223.0,719.2,404.55,,1.0,False,75.19,44.88,71.02,37.0,244.55,493.59,234.15,0.14,0.04,47.33,50.0,150.0,0.07,5.52,90,9.9,-249.04,-306.65,-248.83,-198.03,-101.84,9.66,-20.78,37.15,0.0,-45.58,-11.56,30.62,SKIP,False,sellability 71 ≥ 60; risk 37 ≤ 60; margin -101.8% below 15.0%; ROI 9.7% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Unbreakable Round Plastic Water Bottle | Leak Proof | BPA Free | Ideal for Gym, Office, Home, Travel, College | 1 Litre Each | Set of 6 | Multi-Colour",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'unbreakable', 'round', 'plastic', 'water', 'bottle', 'leak', 'proof', 'bpa', 'free', 'ideal', 'gym', 'office', 'home', 'travel', 'college', 'litre', 'each', 'multi-colour']",solimo,kitchen,mrp_heuristic,,0.2481,,MID,0.65,0.0,0.65,404.55
bb-8219-1695-7f18e9d898f2,c5,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,amazon,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,70.14,40.0,341.96,512.02,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,90,13.14,-170.06,-247.01,-171.67,-101.19,-49.73,15.53,-17.29,44.09,0.0,-40.76,-3.73,42.19,SKIP,False,sellability 70 ≥ 60; risk 40 ≤ 60; margin -49.7% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",solimo,unknown,mrp_heuristic,,0.2279,,MID,0.65,0.0,0.65,584.55
bb-8219-1840-ae343a51862c,c5,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,amazon,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,70.14,40.0,341.96,512.02,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,90,13.14,-170.06,-250.07,-173.55,-90.51,-49.73,15.53,-17.43,47.57,0.0,-40.76,-3.73,42.19,SKIP,False,sellability 70 ≥ 60; risk 40 ≤ 60; margin -49.7% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",solimo,unknown,mrp_heuristic,,0.2279,,MID,0.65,0.0,0.65,584.55
bb-8219-5603-342bdc105c11,c5,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,amazon,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,70.14,40.0,341.96,512.02,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,90,13.14,-170.06,-247.27,-169.84,-96.0,-49.73,15.53,-18.06,45.5,0.0,-40.76,-3.73,42.19,SKIP,False,sellability 70 ≥ 60; risk 40 ≤ 60; margin -49.7% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",solimo,unknown,mrp_heuristic,,0.2279,,MID,0.65,0.0,0.65,584.55
bb-8219-16434-303c8097754c,c5,Amazon Brand - Solimo Copper Water Pot Bedside Pot With Glass Hammered Finish 950 Ml,Solimo,Others > Sports and fitness > Fitness > Others,unknown,not_tested,1,amazon,1299.0,296.0,1039.2,584.5500000000001,,1.0,False,77.21,49.36,70.14,40.0,341.96,512.02,310.8,0.155,0.04,74.09,50.0,60.0,0.1,11.4,90,13.14,-170.06,-243.23,-171.81,-96.75,-49.73,15.53,-13.93,44.7,0.0,-40.76,-3.73,42.19,SKIP,False,sellability 70 ≥ 60; risk 40 ≤ 60; margin -49.7% below 15.0%; ROI 15.5% below 25.0%; expected profit non-positive,Amazon Brand - Solimo Copper Water Pot | Bedside Pot with Glass | Hammered Finish |950 ml,unknown,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'copper', 'water', 'pot', 'bedside', 'glass', 'hammered', 'finish', '950']",solimo,unknown,mrp_heuristic,,0.2279,,MID,0.65,0.0,0.65,584.55
bb-8219-15313-9946f5190ed2,c8,Amazon Brand - Solimo Modular Plastic Container And Dispenser - Blue,Solimo,Others > Kitchenware > Kitchen Storage > Container,kitchen,not_tested,1,flipkart,1799.0,482.0,1439.2,809.5500000000001,,1.0,False,73.21,40.46,69.42,37.0,489.37,826.63,506.1,0.14,0.04,94.72,50.0,150.0,0.07,11.05,90,21.39,-337.26,-447.29,-336.43,-231.56,-68.92,1.53,-26.21,27.38,0.0,-49.61,-18.12,20.93,SKIP,False,sellability 69 ≥ 60; risk 37 ≤ 60; margin -68.9% below 15.0%; ROI 1.5% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Modular Plastic Container and Dispenser, Set of 6 (2400 Ml Each) - Blue",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Jars & Containers,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'modular', 'plastic', 'container', 'dispenser', 'blue']",solimo,kitchen,mrp_heuristic,,0.2679,,MID,0.65,0.0,0.65,809.55
bb-8219-6331-7c840fb3ff5c,c13,Amazon Brand - Solimo Stainless Steel Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel For Office Home Travel Everyday Essential,Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,flipkart,1999.0,539.0,1599.2,899.5500000000001,,1.0,False,73.04,40.08,69.28,37.0,543.78,900.03,565.95,0.14,0.04,105.25,50.0,150.0,0.07,12.28,90,23.92,-356.25,-475.38,-349.81,-237.3,-65.51,0.89,-25.46,27.51,0.0,-49.93,-18.64,20.16,SKIP,False,sellability 69 ≥ 60; risk 37 ≤ 60; margin -65.5% below 15.0%; ROI 0.9% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Water Bottles Set of 6, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | for Office, Home, Travel | Everyday Essential (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'home', 'travel', 'everyday', 'essential']",solimo,kitchen,mrp_heuristic,,0.2696,,MID,0.65,0.0,0.65,899.55
bb-8219-12181-5925630c94e7,c6,Amazon Brand - Solimo Curved Stainless Steel Water Bottle 1 L Each,Solimo,Others > Sports and fitness > Fitness > Others,kitchen,not_tested,1,flipkart,699.0,212.0,559.2,314.55,,1.0,False,69.67,32.6,66.57,37.0,190.15,470.53,222.6,0.14,0.04,36.8,50.0,150.0,0.07,4.29,90,9.41,-280.38,-322.52,-278.66,-236.18,-147.46,-10.31,-34.27,14.22,0.0,-55.49,-27.67,6.83,SKIP,False,sellability 67 ≥ 60; risk 37 ≤ 60; margin -147.5% below 15.0%; ROI -10.3% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Curved Stainless Steel Water Bottle, Set of 2, 1 L Each",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottle,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'curved', 'stainless', 'steel', 'water', 'bottle', 'each']",solimo,kitchen,mrp_heuristic,,0.3033,,MID,0.65,0.0,0.65,314.55
bb-8219-7685-d830d783da45,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-322.34,-285.67,-253.23,-185.92,-19.39,-42.45,1.23,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-11143-3bed1a53862b,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-321.37,-286.26,-251.49,-185.92,-19.39,-40.73,1.62,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-12732-7f06d592db40,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-320.25,-284.9,-254.21,-185.92,-19.39,-41.16,-0.07,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-12763-da949c8dfdb4,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-322.63,-285.6,-253.28,-185.92,-19.39,-41.82,1.3,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-15293-df1ea41f8e31,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-322.52,-286.95,-253.84,-185.92,-19.39,-41.85,1.01,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-16183-7857989bdd35,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-320.34,-285.58,-255.18,-185.92,-19.39,-40.59,-0.33,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-16523-b72501baaa74,c10,Amazon Brand - Solimo Stainless Steel Cubix Water Bottles 1L Each Rust-Resistant Shatter-Proof Spill-Proof Food Grade Steel Office School Travel Dishwasher Safe,Solimo,Others > Kitchenware > Kitchen Storage > Water Bottles,kitchen,not_tested,1,flipkart,566.0,191.0,452.8,254.70000000000002,,1.0,False,66.25,25.01,60.82,37.0,153.97,440.22,200.55,0.14,0.04,29.8,50.0,150.0,0.07,3.48,90,8.48,-286.25,-320.09,-284.9,-253.21,-185.92,-19.39,-40.31,1.23,0.0,-59.99,-34.99,-3.99,SKIP,False,sellability 61 ≥ 60; risk 37 ≤ 60; margin -185.9% below 15.0%; ROI -19.4% below 25.0%; expected profit non-positive,"Amazon Brand - Solimo Stainless Steel Cubix Water Bottles Set of 3, 1L Each | Rust-Resistant, Shatter-Proof, Spill-Proof | Food Grade Steel | Office, School, Travel | Dishwasher Safe (Silver)",kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Water Bottles,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'brand', 'solimo', 'stainless', 'steel', 'cubix', 'water', 'bottles', 'each', 'rust-resistant', 'shatter-proof', 'spill-proof', 'food', 'grade', 'office', 'school', 'travel', 'dishwasher', 'safe']",solimo,kitchen,mrp_heuristic,,0.3375,,LOW,0.65,0.0,0.65,254.7
bb-8219-199-e00d3df171ae,c15,Amazon Solimo Silica Glass Milk Bottle 1 Litre Transparent,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,600.0,220.0,480.0,270.0,,1.0,False,63.33,18.52,58.46,37.0,163.21,473.83,231.0,0.14,0.04,31.59,50.0,150.0,0.07,3.69,90,9.76,-310.61,-347.42,-310.01,-275.2,-190.31,-25.81,-46.16,-6.91,0.0,-63.18,-40.17,-11.64,SKIP,False,sellability 58 below threshold 60; risk 37 ≤ 60; margin -190.3% below 15.0%; ROI -25.8% below 25.0%; expected profit non-positive,Amazon Solimo Silica Glass Milk Bottle | 1 Litre | Transparent,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'solimo', 'silica', 'glass', 'milk', 'bottle', 'litre', 'transparent']",solimo,kitchen,mrp_heuristic,,0.3667,,LOW,0.65,0.0,0.65,270.0
bb-8219-4822-02a336ed3a1f,c15,Amazon Solimo Silica Glass Milk Bottle 1 Litre Transparent,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,600.0,220.0,480.0,270.0,,1.0,False,63.33,18.52,58.46,37.0,163.21,473.83,231.0,0.14,0.04,31.59,50.0,150.0,0.07,3.69,90,9.76,-310.61,-346.57,-309.2,-272.85,-190.31,-25.81,-45.42,-5.31,0.0,-63.18,-40.17,-11.64,SKIP,False,sellability 58 below threshold 60; risk 37 ≤ 60; margin -190.3% below 15.0%; ROI -25.8% below 25.0%; expected profit non-positive,Amazon Solimo Silica Glass Milk Bottle | 1 Litre | Transparent,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'solimo', 'silica', 'glass', 'milk', 'bottle', 'litre', 'transparent']",solimo,kitchen,mrp_heuristic,,0.3667,,LOW,0.65,0.0,0.65,270.0
bb-8219-7060-32185ea0fed0,c15,Amazon Solimo Silica Glass Milk Bottle 1 Litre Transparent,Solimo,Others > Kitchenware > Others,kitchen,not_tested,1,flipkart,600.0,220.0,480.0,270.0,,1.0,False,63.33,18.52,58.46,37.0,163.21,473.83,231.0,0.14,0.04,31.59,50.0,150.0,0.07,3.69,90,9.76,-310.61,-348.34,-311.01,-275.92,-190.31,-25.81,-46.03,-7.42,0.0,-63.18,-40.17,-11.64,SKIP,False,sellability 58 below threshold 60; risk 37 ≤ 60; margin -190.3% below 15.0%; ROI -25.8% below 25.0%; expected profit non-positive,Amazon Solimo Silica Glass Milk Bottle | 1 Litre | Transparent,kitchen,Not Tested,"Top Brand Misc, Water Bottle, Water Bottles & Other Products ll As is condition ll Amazon Inventory ll 47 Items ll Delhi & Bangalore & Mumbai ll 2842026 ll 16:126 AL || 100364",Bangalore,Misc,,,As-Is-Condition,As-Is-Condition,,"['amazon', 'solimo', 'silica', 'glass', 'milk', 'bottle', 'litre', 'transparent']",solimo,kitchen,mrp_heuristic,,0.3667,,LOW,0.65,0.0,0.65,270.0
